id,kode_desa,nama_desa,kode_kecamatan_id
1111012019,1111012019,Darussalam,111101
1111012020,1111012020,Matang Jereung,111101
1111012021,1111012021,Matang,111101
1111012022,1111012022,Cot Mane,111101
1111012023,1111012023,Alue Barat,111101
1111012024,1111012024,Cot Siren,111101
1111012025,1111012025,Ulee Alue,111101
1111012026,1111012026,Pineung Siribee,111101
1111012027,1111012027,Gampong Baro,111101
1111012028,1111012028,Kandang,111101
1111012029,1111012029,Gampong Putoh,111101
1111012030,1111012030,Mideun Jok,111101
1111012031,1111012031,Mideun Geudong,111101
1111012032,1111012032,Lueng Keubeu,111101
1111012033,1111012033,Glumpang Bungkok,111101
1111012034,1111012034,Gampong Meulum,111101
1111012035,1111012035,Cot Meurak Baroh,111101
1111012036,1111012036,Cot Meurak Blang,111101
1111012037,1111012037,Meurah,111101
1111012038,1111012038,Ulee U,111101
1111012039,1111012039,Matang Teungoh,111101
1111012040,1111012040,Tanjong Baro,111101
1111012041,1111012041,Angkieng Barat,111101
1111012042,1111012042,Meunasah Lincah,111101
1111012043,1111012043,Meunasah Lancok,111101
1111012044,1111012044,Meunasah Puuk,111101
1111012045,1111012045,Tonjongan Idem,111101
1111012084,1111012084,Geulumpang Payong,111101
1111022018,1111022018,Blang Me Timu,111102
1111022019,1111022019,Lancang,111102
1111022020,1111022020,Blang Lancang,111102
1111022021,1111022021,Teupin Kupula,111102
1111022022,1111022022,Tanjong Bungong,111102
1111022023,1111022023,Dayah Baro,111102
1111022024,1111022024,Ulee Rabo,111102
1111022025,1111022025,Lueng Teungoh,111102
1111022026,1111022026,Lampoh U,111102
1111042061,1111042061,Blang Mee,111104
1111022027,1111022027,Pulo Rangkileh,111102
1111022028,1111022028,Tufah,111102
1111022029,1111022029,Sampo Ajad,111102
1111022030,1111022030,Darul Aman,111102
1111022031,1111022031,Lhok Kulam,111102
1111022032,1111022032,Ulee Blang,111102
1111022033,1111022033,Uteun Peupaleh,111102
1111022034,1111022034,Ulee Gajah,111102
1111022035,1111022035,Alue Seutui,111102
1111022036,1111022036,Blang Neubok,111102
1111022037,1111022037,Matang Bangka,111102
1111022038,1111022038,Matang Teungoh,111102
1111022039,1111022039,Matang Nibong,111102
1111022040,1111022040,Blang Me Barat,111102
1111022041,1111022041,Keude Jeunieb,111102
1111022042,1111022042,Cot Glumpang Baroh,111102
1111022043,1111022043,Cot Glumpang Tunong,111102
1111022044,1111022044,Meunasah Keutapang,111102
1111022045,1111022045,Meunasah Dayah,111102
1111022046,1111022046,Lheu Simpang,111102
1111022047,1111022047,Lheu Barat,111102
1111022048,1111022048,Jeumpa Sikureng,111102
1111022049,1111022049,Janggot Seungko,111102
1111022050,1111022050,Meunasah Tambo,111102
1111022051,1111022051,Meunasah Keupula,111102
1111022052,1111022052,Meunasah Tunong Lueng,111102
1111022053,1111022053,Meunasah Alue,111102
1111022054,1111022054,Blang Pohroh,111102
1111022057,1111022057,Meunasah Lueng,111102
1111022058,1111022058,Dayah Blang Raleu,111102
1111022059,1111022059,Meunasah Blang,111102
1111022060,1111022060,Alue Lamsaba,111102
1111022061,1111022061,Meunasah Kota,111102
1111022062,1111022062,Paya Bili,111102
1111032001,1111032001,Lawang,111103
1111032002,1111032002,Matang Reuleut,111103
1111032003,1111032003,Meunasah Krueng,111103
1111032004,1111032004,Cot Keutapang,111103
1111032005,1111032005,Meunasah Rabo,111103
1111032006,1111032006,Meunasah Tambo,111103
1111032007,1111032007,Meunasah Baroh,111103
1111032008,1111032008,Meunasah Pulo,111103
1111032009,1111032009,Matang Pasi,111103
1111032010,1111032010,Blang Kubu,111103
1111032011,1111032011,Garot,111103
1111032012,1111032012,Ara Bungong,111103
1111032013,1111032013,Jabet,111103
1111032014,1111032014,Sawang,111103
1111032015,1111032015,Blang Beururu,111103
1111032016,1111032016,Hagu,111103
1111032017,1111032017,Blang Rangkuluh,111103
1111032018,1111032018,Meunasah Bungo,111103
1111032019,1111032019,Paya Beunot,111103
1111032020,1111032020,Meunasah Tunong,111103
1111032021,1111032021,Meunasah Alue,111103
1111032022,1111032022,Meunasah Cut,111103
1111032023,1111032023,Gampong Mesjid,111103
1111032024,1111032024,Meunasah Teungoh,111103
1111032025,1111032025,Meunasah Blang,111103
1111032026,1111032026,Kukue,111103
1111032027,1111032027,Blang Matang,111103
1111032028,1111032028,Blang Glumpang,111103
1111032029,1111032029,Gampong Baro,111103
1111032030,1111032030,Gampong Paya,111103
1111032031,1111032031,Seuneubok Paya,111103
1111032032,1111032032,Pulo Lawang,111103
1111032033,1111032033,Keude Alue Rheng,111103
1111032034,1111032034,Karieng,111103
1111032035,1111032035,Pulo Ara,111103
1111032036,1111032036,Cot Laot,111103
1111032037,1111032037,Alue Sijuek,111103
1111032038,1111032038,Blang Bati,111103
1111032039,1111032039,Buket Paya,111103
1111032040,1111032040,Dayah Mon Ara,111103
1111032041,1111032041,Calok,111103
1111032042,1111032042,Cot Kruet,111103
1111032043,1111032043,Tanjong Seulamat,111103
1111032044,1111032044,Jaba,111103
1111032045,1111032045,Alue Gandai,111103
1111032046,1111032046,Neubok Naleung,111103
1111032047,1111032047,Paya Timu,111103
1111032048,1111032048,Gampong Mulia,111103
1111032049,1111032049,Pinto Rimba,111103
1111032050,1111032050,Alue Keutapang,111103
1111032051,1111032051,Tgk. Di Bathon,111103
1111032052,1111032052,Paya Barat,111103
1111042032,1111042032,Gleumpang Payong,111104
1111042033,1111042033,Blang Seunong,111104
1111042034,1111042034,Cot Leusong,111104
1111042035,1111042035,Batee Timoh,111104
1111042036,1111042036,Lipah Rayeuk,111104
1111042037,1111042037,Cot Geureundong,111104
1111042038,1111042038,Lipah Cut,111104
1111042039,1111042039,Beurawang,111104
1111042042,1111042042,Geudong Tampu,111104
1111042043,1111042043,Cot Tarom Baroh,111104
1111042044,1111042044,Blang Cot Baroh,111104
1111042045,1111042045,Blang Cot Tunong,111104
1111042046,1111042046,Seuleumbah,111104
1111042047,1111042047,Cot Keutapang,111104
1111042048,1111042048,Cot Tarom Tunong,111104
1111042049,1111042049,Blang Bladeh,111104
1111042050,1111042050,Mon Jambee,111104
1111042051,1111042051,Blang Dalam,111104
1111042052,1111042052,Kuala Jeumpa,111104
1111042053,1111042053,Cot Gadong,111104
1111042054,1111042054,Cot Bada,111104
1111042055,1111042055,Teupok Baroh,111104
1111042056,1111042056,Teupok Tunong,111104
1111042057,1111042057,Pulo Lawang,111104
1111042058,1111042058,Abeuk Usong,111104
1111042059,1111042059,Paloh Seulimeng,111104
1111042060,1111042060,Abeuk Tingkeum,111104
1111042062,1111042062,Blang Seupeung,111104
1111042063,1111042063,Blang Gandai,111104
1111042064,1111042064,Cot Ulim,111104
1111042065,1111042065,Cot Iboih,111104
1111042071,1111042071,Blang Rheum,111104
1111042072,1111042072,Paloh Panyang,111104
1111042073,1111042073,Seuneubok Lhong,111104
1111042075,1111042075,Salah Sirong Jaya,111104
1111042076,1111042076,Mon Mane,111104
1111042077,1111042077,Alue Limeng,111104
1111042078,1111042078,Cot Meugoe,111104
1111042079,1111042079,Cot Iboeh Timu,111104
1111042080,1111042080,Kuta Meuligoe,111104
1111042081,1111042081,Laksamana,111104
1111052003,1111052003,Meunasah Timu,111105
1111052004,1111052004,Keude Matang Glumpang Dua,111105
1111052005,1111052005,Matang Glumpang Dua Meunasah Dayah,111105
1111052006,1111052006,Pante Gajah,111105
1111052007,1111052007,Blang Asan,111105
1111052008,1111052008,Paya Cut,111105
1111052009,1111052009,Seuneubok Aceh,111105
1111052010,1111052010,Panton Geulima,111105
1111052011,1111052011,Neuheun,111105
1111052012,1111052012,Matang Sagoe,111105
1111052013,1111052013,Matang Mesjid,111105
1111052014,1111052014,Matang Cot Paseh,111105
1111052015,1111052015,Cot Panjoe,111105
1111052016,1111052016,Paya Lipah,111105
1111052017,1111052017,Paya Meuneng,111105
1111052018,1111052018,Keude Tanjong,111105
1111052019,1111052019,Tanjong Paya,111105
1111052020,1111052020,Tanjong Nie,111105
1111052021,1111052021,Tanjong Mesjid,111105
1111052022,1111052022,Pante Cut,111105
1111052023,1111052023,Blang Cut,111105
1111052024,1111052024,Pulo Pisang,111105
1111052025,1111052025,Pante Piyeu,111105
1111052026,1111052026,Meunasah Nibong,111105
1111052027,1111052027,Krueng Baro Babah Krueng,111105
1111052028,1111052028,Krueng Baro Mesjid,111105
1111052029,1111052029,Bayu,111105
1111052030,1111052030,Gampong Putoh,111105
1111052031,1111052031,Meunasah Meucap,111105
1111052032,1111052032,Pante Ara,111105
1111052033,1111052033,Gampong Raya Dagang,111105
1111052034,1111052034,Gampong Raya Tambo,111105
1111052035,1111052035,Kapa,111105
1111052036,1111052036,Blang Panjoe,111105
1111052037,1111052037,Pantee Lhong,111105
1111052038,1111052038,Asan Bideun,111105
1111052040,1111052040,Cot Rabo Baroh,111105
1111052041,1111052041,Cot Rabo Tunong,111105
1111052042,1111052042,Cot Nga,111105
1111052043,1111052043,Pulo Naleung,111105
1111052044,1111052044,Mata Mamplam,111105
1111052045,1111052045,Alue Glumpang,111105
1111052046,1111052046,Karieng,111105
1111052047,1111052047,Krueng Deue,111105
1111052048,1111052048,Cot Ijue,111105
1111052049,1111052049,Cot Buket,111105
1111052050,1111052050,Nicah,111105
1111052051,1111052051,Cot Keuranji,111105
1111052052,1111052052,Paloh,111105
1111052054,1111052054,Cot Bada Tunong,111105
1111052055,1111052055,Cot Bada Baroh,111105
1111052056,1111052056,Cot Girek,111105
1111052057,1111052057,Cot Keumude,111105
1111052058,1111052058,Sagoe,111105
1111052059,1111052059,Pulo Ue Baroe,111105
1111052060,1111052060,Cot Bada Barat,111105
1111052061,1111052061,Tanoh Mirah,111105
1111052062,1111052062,Seuneubok Rawa,111105
1111052063,1111052063,Paya Aboe,111105
1111052064,1111052064,Blang Rambong,111105
1111052065,1111052065,Blang Geulanggang,111105
1111052066,1111052066,Paya Reuhat,111105
1111052067,1111052067,Uteun Bunta,111105
1111052068,1111052068,Alue Udeng,111105
1111052069,1111052069,Alue Peuno,111105
1111052105,1111052105,Cot Puuk,111105
1111052106,1111052106,Pante Pisang,111105
1111052107,1111052107,Gampong Baro,111105
1111052108,1111052108,Blang Dalam,111105
1111062001,1111062001,Leubu Me,111106
1111062002,1111062002,Paya Dua,111106
1111062003,1111062003,Leubu Cot,111106
1111062004,1111062004,Leubu Mesjid,111106
1111062005,1111062005,Kuta Barat,111106
1111062006,1111062006,Trienggadeng,111106
1111062007,1111062007,Cot Kruet,111106
1111062008,1111062008,Blang Khutang,111106
1111062009,1111062009,Buket Seulamat,111106
1111062010,1111062010,Lapehan Mesjid,111106
1111062011,1111062011,Ulee Glee,111106
1111062012,1111062012,Mona Ara,111106
1111062013,1111062013,Pandak,111106
1111062014,1111062014,Blang Dalam,111106
1111062015,1111062015,Alue Dua,111106
1111062016,1111062016,Seuneubok Baro,111106
1111062017,1111062017,Panteu Breuh,111106
1111062018,1111062018,Tanjong Mulia,111106
1111062019,1111062019,Blang Mane,111106
1111062020,1111062020,Meureubo,111106
1111062021,1111062021,Blang Perlak,111106
1111062022,1111062022,Panton Mesjid,111106
1111062023,1111062023,Sukarame,111106
1111062024,1111062024,Matang Kumbang,111106
1111062025,1111062025,Pulo Teungoh,111106
1111062026,1111062026,Batee Dabai,111106
1111062027,1111062027,Ara Lipeh,111106
1111072001,1111072001,Keude Lapang,111107
1111072002,1111072002,Lapang Barat,111107
1111072003,1111072003,Lingka Kuta,111107
1111072004,1111072004,Lapang Timu,111107
1111072005,1111072005,Teupin Siron,111107
1111072006,1111072006,Ie Rhop,111107
1111072007,1111072007,Ceubo,111107
1111072008,1111072008,Paloh Me,111107
1111072009,1111072009,Lhok Mambang,111107
1111072010,1111072010,Samuti Krueng,111107
1111072011,1111072011,Cot Mane,111107
1111072012,1111072012,Samuti Makmur,111107
1111072013,1111072013,Samuti Rayeuk,111107
1111072014,1111072014,Cot Puuk,111107
1111072015,1111072015,Samuti Aman,111107
1111072016,1111072016,Alue Mangki,111107
1111072017,1111072017,Mon Keulayu,111107
1111072018,1111072018,Geurugok,111107
1111072019,1111072019,Blang Keude,111107
1111072020,1111072020,Cot Tufah,111107
1111072021,1111072021,Cot Tunong,111107
1111072022,1111072022,Paya Baro,111107
1111072023,1111072023,Paloh Kaye Kunyet,111107
1111072024,1111072024,Cot Jabet,111107
1111072025,1111072025,Cot Tube,111107
1111072026,1111072026,Pante Sikumbong,111107
1111072027,1111072027,Blang Guron,111107
1111072028,1111072028,Dama Kawan,111107
1111072029,1111072029,Paya Seupat,111107
1111072030,1111072030,Cot Rambat,111107
1111072031,1111072031,Paya Kareung,111107
1111072032,1111072032,Mon Jeurujak,111107
1111072033,1111072033,Tanjong Raya,111107
1111072034,1111072034,Tanjong Mesjid,111107
1111072035,1111072035,Blang Kubu,111107
1111072036,1111072036,Tanjong Bungong,111107
1111072037,1111072037,Pulo Gisa,111107
1111072038,1111072038,Ujong Bayu,111107
1111072078,1111072078,Mon Jambe,111107
1111072079,1111072079,Blang Rheue,111107
1111082001,1111082001,Lancok Ulim,111108
1111082002,1111082002,Nase Mee,111108
1111082003,1111082003,Pandrah Kandeh,111108
1111082004,1111082004,Panton,111108
1111082005,1111082005,Lhok Dagang,111108
1111082006,1111082006,Pandrah Janeng,111108
1111082007,1111082007,Garot,111108
1111082008,1111082008,Gampong Blang,111108
1111082009,1111082009,Kuta Rusep,111108
1111082010,1111082010,Blang Sama Gadeng,111108
1111082011,1111082011,Panton Bili,111108
1111082012,1111082012,Alue Igeuh,111108
1111082013,1111082013,Meunasah Reudeup,111108
1111082014,1111082014,Meunasah Teungoh,111108
1111082015,1111082015,Bantayan,111108
1111082016,1111082016,Cot Leubeng,111108
1111082017,1111082017,Seunebok Baro,111108
1111082018,1111082018,Uteuen Kruet,111108
1111082019,1111082019,Nase Barat,111108
1111092001,1111092001,Juli Cot Mesjid,111109
1111092002,1111092002,Juli Seutuy,111109
1111092003,1111092003,Juli Tambo Tanjong,111109
1111092004,1111092004,Juli Keude dua,111109
1111092005,1111092005,Juli Tgk Dilampoh,111109
1111092006,1111092006,Glumpang Meu Jim Jim,111109
1111092007,1111092007,Alue Unoe,111109
1111092008,1111092008,Batee Raya,111109
1111092009,1111092009,Seuneubok Peureraden,111109
1111092010,1111092010,Juli Mee Teungoh,111109
1111092011,1111092011,Seuneubok Gunci,111109
1111092012,1111092012,Mane Meujingki,111109
1111092013,1111092013,Abeuk Budi,111109
1111092014,1111092014,Blang Ketumba,111109
1111092015,1111092015,Pante Baro,111109
1111092016,1111092016,Beunyot,111109
1111092017,1111092017,Paya Cut,111109
1111092018,1111092018,Teupin Mane,111109
1111092019,1111092019,Simpang Jaya,111109
1111092020,1111092020,Krueng Simpo,111109
1111092021,1111092021,Suka Tani,111109
1111092022,1111092022,Juli Seupeng,111109
1111092023,1111092023,Bukit Mulia,111109
1111092024,1111092024,Juli Meunasah Tambo,111109
1111092025,1111092025,Alue Rambong,111109
1111092026,1111092026,Juli Meunasah Teungoh,111109
1111092027,1111092027,Juli Payaru,111109
1111092028,1111092028,Paseh,111109
1111092029,1111092029,Juli Cot Meurak,111109
1111092030,1111092030,Pante Peusangan,111109
1111092031,1111092031,Bale Panah,111109
1111092032,1111092032,Ranto Panyang,111109
1111092033,1111092033,Simpang Mulia,111109
1111092034,1111092034,Seuneubok Dalam,111109
1111092035,1111092035,Juli Meunasah Jok,111109
1111092036,1111092036,Juli Uruek Anoe,111109
1111102001,1111102001,Jangka Mesjid,111110
1111102002,1111102002,Jangka Keutapang,111110
1111102003,1111102003,Jangka Alue U,111110
1111102004,1111102004,Jangka Alue,111110
1111102005,1111102005,Jangka Alue Bie,111110
1111102006,1111102006,Gampong Meulinteung,111110
1111102007,1111102007,Paya Bieng,111110
1111102008,1111102008,Meunasah Krueng,111110
1111102009,1111102009,Barat Lanyan,111110
1111102010,1111102010,Lamkuta,111110
1111102011,1111102011,Geundot,111110
1111102012,1111102012,Lueng,111110
1111102013,1111102013,Kambuek,111110
1111102014,1111102014,Ruseb Ara,111110
1111102015,1111102015,Ruseb Dayah,111110
1111102016,1111102016,Bada Barat,111110
1111102017,1111102017,Bada Timu,111110
1111102018,1111102018,Tanjongan,111110
1111102019,1111102019,Tanah Anoe,111110
1111102020,1111102020,Lhok Bugeng,111110
1111102021,1111102021,Lampoh Rayeuk,111110
1111102022,1111102022,Pulo Reudeup,111110
1111102023,1111102023,Pulo Seuna,111110
1111102024,1111102024,Linggong,111110
1111102025,1111102025,Pulo Blang,111110
1111102026,1111102026,Pulo Iboih,111110
1111102027,1111102027,Abeuk Jaloh,111110
1111102028,1111102028,Pulo U,111110
1111102029,1111102029,Alue Buya,111110
1111102030,1111102030,Alue Buya Pasi,111110
1111102031,1111102031,Pante Sukon,111110
1111102032,1111102032,Pante Paku,111110
1111102033,1111102033,Bugak Blang,111110
1111102034,1111102034,Bugak Mesjid,111110
1111102035,1111102035,Bugak Krueng Matee,111110
1111102036,1111102036,Bugak Krueng,111110
1111102037,1111102037,Pante Ranub,111110
1111102038,1111102038,Pulo Pineung Meunasah Dua,111110
1111102039,1111102039,Punjot,111110
1111102040,1111102040,Bugeng,111110
1111102041,1111102041,Alue Kuta,111110
1111102042,1111102042,Alue Bayeu Utang,111110
1111102043,1111102043,Ulee Ceu,111110
1111102044,1111102044,Kuala Cerape,111110
1111102045,1111102045,Pante Peusangan,111110
1111102046,1111102046,Alue Bie Pusong,111110
1111112001,1111112001,Rheum Barat,111111
1111112002,1111112002,Rheum Baroh,111111
1111112003,1111112003,Rheum Timu,111111
1111112004,1111112004,Blang Kuta Coh,111111
1111112005,1111112005,Blang Kuta Dua Meunasah,111111
1111112006,1111112006,Lancang,111111
1111112007,1111112007,Blang Teumulek,111111
1111112008,1111112008,Meunasah Mesjid,111111
1111112009,1111112009,Jurong Binjee,111111
1111112010,1111112010,Blang Mane Dua Meunasah,111111
1111112011,1111112011,Blang Mane Barat,111111
1111112012,1111112012,Balee,111111
1111112013,1111112013,Arongan,111111
1111112014,1111112014,Meunasah Mamplam,111111
1111112015,1111112015,Pulo Dapong,111111
1111112016,1111112016,Ceurucok,111111
1111112017,1111112017,Ie Rhob Glumpang,111111
1111112018,1111112018,Ie Rhob Barat,111111
1111112019,1111112019,Ie Rhob Timu,111111
1111112020,1111112020,Ie Rhob Babah Lueng,111111
1111112021,1111112021,Glee Meudong,111111
1111112022,1111112022,Pulo Drien,111111
1111112023,1111112023,Meunasah Dayah,111111
1111112024,1111112024,Cot Trieng,111111
1111112025,1111112025,Krueng Meuseugob,111111
1111112026,1111112026,Lhok Tanoh,111111
1111112027,1111112027,Blang Tambue,111111
1111112028,1111112028,Keude Tambue,111111
1111112029,1111112029,Meunasah Asan,111111
1111112030,1111112030,Peuneulet Tunong,111111
1111112031,1111112031,Cure Tunong,111111
1111112032,1111112032,Cure Baroh,111111
1111112033,1111112033,Peuneulet Baroh,111111
1111112034,1111112034,Ulee Kareung,111111
1111112035,1111112035,Blang Payang,111111
1111112036,1111112036,Calok,111111
1111112037,1111112037,Alue Leuhop,111111
1111112038,1111112038,Paku,111111
1111112039,1111112039,Lhok Mane,111111
1111112040,1111112040,Tambue Barat,111111
1111112041,1111112041,Meunasah Barat,111111
1111122001,1111122001,Keude Plimbang,111112
1111122002,1111122002,Krueng Baro,111112
1111122003,1111122003,Seuneubok Nalan,111112
1111122004,1111122004,Rambong Payong,111112
1111122005,1111122005,Seuneubok Aceh,111112
1111122006,1111122006,Seuneubok Plimbang,111112
1111122007,1111122007,Seuneubok Punti,111112
1111122008,1111122008,Uteun Sikumbong,111112
1111122009,1111122009,Teupin Panah,111112
1111122010,1111122010,Matang Kulee,111112
1111122011,1111122011,Lancok Bungo,111112
1111122012,1111122012,Uteun Rungkom,111112
1111122013,1111122013,Padang Kasab,111112
1111122014,1111122014,Seuneubok Seumawe,111112
1111122015,1111122015,Jambo Dalam,111112
1111122016,1111122016,Cot Gleumpang,111112
1111122017,1111122017,Puuek,111112
1111122018,1111122018,Balee Daka,111112
1111122019,1111122019,Paloh Pupu,111112
1111122020,1111122020,Seunebok Teungoh,111112
1111122021,1111122021,Garab,111112
1111122022,1111122022,Kuta Trieng,111112
1111132001,1111132001,Bandar Bireuen,111113
1111132002,1111132002,Bireuen Meunasah Reulet,111113
1111132003,1111132003,Bireuen Meunasah Blang,111113
1111132004,1111132004,Bireuen Meunasah Capa,111113
1111132005,1111132005,Bireuen Meunasah Dayah,111113
1111132006,1111132006,Bireuen Meunasah Tgk Digadong,111113
1111132007,1111132007,Geudong-Geudong,111113
1111132008,1111132008,Pulo Ara Geudong Teungoh,111113
1111132009,1111132009,Geudong Alue,111113
1111132010,1111132010,Pulo Kiton,111113
1111132011,1111132011,Lhok Awe Teungoh,111113
1111132012,1111132012,Geulanggang Teungoh,111113
1111132013,1111132013,Cot Gapu,111113
1111132014,1111132014,Geulanggang Kulam,111113
1111132015,1111132015,Geulanggang Gampong,111113
1111132016,1111132016,Blang Tingkeum,111113
1111132017,1111132017,Buket Teukueh,111113
1111132018,1111132018,Blang Reuling,111113
1111132019,1111132019,Cot Jrat,111113
1111132020,1111132020,Cot Peutek,111113
1111132021,1111132021,Uteun Reutoh,111113
1111132022,1111132022,Geulanggang Baro,111113
1111132023,1111132023,Gampong Baro,111113
1111142001,1111142001,Cot Batee,111114
1111142002,1111142002,Cot Unou,111114
1111142003,1111142003,Kuta Baro,111114
1111142004,1111142004,Cot Gleumpang,111114
1111142005,1111142005,Cot Kuta,111114
1112012029,1112012029,Gudang,111201
1111142006,1111142006,Glumpang Baroh,111114
1111142007,1111142007,Krueng Juli Timu,111114
1111142008,1111142008,Krueng Juli Barat,111114
1111142009,1111142009,Cot Trieng,111114
1111142010,1111142010,Lhok Awe Awe,111114
1111142011,1111142011,Cot Laga Sawa,111114
1111142012,1111142012,Cot U Sibak,111114
1111142013,1111142013,Lancok Pante Ara,111114
1111142014,1111142014,Lancok-Lancok,111114
1111142015,1111142015,Kareung,111114
1111142016,1111142016,Bale Kunyuen,111114
1111142017,1111142017,Ujong Blang,111114
1111142018,1111142018,Ujong Blang Mesjid,111114
1111142019,1111142019,Weu Jangka,111114
1111142020,1111142020,Kuala Raja,111114
1111152001,1111152001,Lueng Daneun,111115
1111152002,1111152002,Rambong Payong,111115
1111152003,1111152003,Alue Kupula,111115
1111152004,1111152004,Blang Cirih,111115
1111152005,1111152005,Kubu,111115
1111152006,1111152006,Teupin Raya,111115
1111152007,1111152007,Cot Aneuk Batee,111115
1111152008,1111152008,Kubu Raya,111115
1111152009,1111152009,Pante Baro Gle Siblah,111115
1111152010,1111152010,Pante Baro Kumbang,111115
1111152011,1111152011,Pante Baro Buket Panyang,111115
1111152012,1111152012,Alue Krueb,111115
1111152013,1111152013,Alue Iet,111115
1111152014,1111152014,Paloh Mampre,111115
1111152015,1111152015,Buket Sudan,111115
1111152016,1111152016,Awe Geutah,111115
1111152017,1111152017,Cot Saleuet,111115
1111152018,1111152018,Alue Glumpang,111115
1111152019,1111152019,Pante Karya,111115
1111152020,1111152020,Awe Geutah Paya,111115
1111152021,1111152021,Dayah Baro,111115
1111162001,1111162001,Darussalam,111116
1111162002,1111162002,Blang Mane,111116
1111162003,1111162003,Tanjong Beuridi,111116
1111162004,1111162004,Darul Aman,111116
1111162005,1111162005,Geulanggang Labu,111116
1111162006,1111162006,Teupin Reudeup,111116
1111162007,1111162007,Ulee Jalan,111116
1111162008,1111162008,Paya Crot,111116
1111162009,1111162009,Pulo Panyang,111116
1111162010,1111162010,Me Rayeuk,111116
1111162011,1111162011,Uteun Gathom,111116
1111162012,1111162012,Lung Kuli,111116
1111162013,1111162013,Lueng Baro,111116
1111162014,1111162014,Mata Ie,111116
1111162015,1111162015,Blang Cut,111116
1111162016,1111162016,Blang Pala,111116
1111162017,1111162017,Krueng Beukah,111116
1111162018,1111162018,Ceubrek,111116
1111162019,1111162019,Uteun Raya,111116
1111162020,1111162020,Pulo Harapan,111116
1111162021,1111162021,Suwak,111116
1111172001,1111172001,Paloh Dama,111117
1111172002,1111172002,Paya Rangkuluh,111117
1111172003,1111172003,Paloh Raya,111117
1111172004,1111172004,Crueng Kumbang,111117
1111172005,1111172005,Tanjong Siron,111117
1111172006,1111172006,Balee Mee,111117
1111172007,1111172007,Buket Dalam,111117
1111172008,1111172008,Parang Sikureung,111117
1111172009,1111172009,Cot Baroh,111117
1111172010,1111172010,Paloh Peuradi,111117
1111172011,1111172011,Cot Mee,111117
1111172012,1111172012,Blang Mee,111117
1111172013,1111172013,Glee Putoh,111117
1111172014,1111172014,Tingkeum Baro,111117
1111172015,1111172015,Tingkeum Manyang,111117
1111172016,1111172016,Kulu,111117
1111172017,1111172017,Babah Suak,111117
1111172018,1111172018,Ulee Pusong,111117
1111172019,1111172019,Pulo Nga,111117
1111172020,1111172020,Meusee,111117
1111172021,1111172021,Blang Panjo,111117
1111172022,1111172022,Babah Jurong,111117
1111172023,1111172023,Dayah Panjoe,111117
1111172024,1111172024,Pulo Blang,111117
1111172025,1111172025,Imbudee,111117
1111172026,1111172026,Pulo Siren,111117
1111172027,1111172027,Jarommah Me,111117
1111172028,1111172028,Jaromah Baroh,111117
1111172029,1111172029,Lhok Nga,111117
1111172030,1111172030,Pulo Reudeup,111117
1111172031,1111172031,Geulanggang Meunjee,111117
1111172032,1111172032,Geulanggang Panah,111117
1111172033,1111172033,Ujong Blang,111117
1111172034,1111172034,Geulanggang Rayeuk,111117
1111172035,1111172035,Dayah Mesjid,111117
1111172036,1111172036,Keurumbok,111117
1111172037,1111172037,Cot Ara,111117
1111172038,1111172038,Rancong,111117
1111172039,1111172039,Jambo Kajeung,111117
1111172040,1111172040,Kulu Kuta,111117
1111172041,1111172041,Pulo Awe,111117
1112012006,1112012006,Guhang,111201
1112012007,1112012007,Seunaloh,111201
1112012008,1112012008,Lhung Asan,111201
1112012010,1112012010,Lhung Tarok,111201
1112012014,1112012014,Cot Jeurat,111201
1112012015,1112012015,Meudang Ara,111201
1112012016,1112012016,Keude Siblah,111201
1112012017,1112012017,Kuta Bahagia,111201
1112012018,1112012018,Kuta Tinggi,111201
1112012019,1112012019,Mata Ie,111201
1112012020,1112012020,Geulumpang Payong,111201
1112012021,1112012021,Panton Raya,111201
1112012022,1112012022,Alue Manggota,111201
1112012023,1112012023,Lam Kuta,111201
1112012024,1112012024,Baharu,111201
1112012025,1112012025,Keude Paya,111201
1112012026,1112012026,Pasar Blangpidie,111201
1112012028,1112012028,Kuta Tuha,111201
1112012030,1112012030,Babah Lhueng,111201
1112022001,1112022001,Adan,111202
1112022002,1112022002,Pante Geulumpang,111202
1112022003,1112022003,Mesjid,111202
1112022004,1112022004,Gunong Cut,111202
1112022005,1112022005,Padang Kawa,111202
1112022006,1112022006,Blang Padang,111202
1112022007,1112022007,Padang Bak Jeumpa,111202
1112022008,1112022008,Suak Labu,111202
1112022014,1112022014,Bineh Krueng,111202
1112022015,1112022015,Drien Kipah,111202
1112022016,1112022016,Drien Jalo,111202
1112022017,1112022017,Padang Bak Jok,111202
1112022018,1112022018,Suak Nibong,111202
1112022019,1112022019,Kuta Bak Drien,111202
1112022020,1112022020,Ie Lhob,111202
1112032001,1112032001,Kedai,111203
1112032002,1112032002,Padang,111203
1112032003,1112032003,Tengah,111203
1112032005,1112032005,Paya,111203
1112032006,1112032006,Seuneulop,111203
1112032007,1112032007,Lhok Puntoy,111203
1112032009,1112032009,Ladang Panah,111203
1112032010,1112032010,Pusu Ingin Jaya,111203
1112032011,1112032011,Panton Makmur,111203
1112032022,1112032022,Lhueng Baro,111203
1112032023,1112032023,Tokoh,111203
1112032024,1112032024,Blang Manggeng,111203
1112032025,1112032025,Pante Raja,111203
1112032026,1112032026,Sejahtera,111203
