1;1;MAMUJU;1;BONEHAU;1;BANUA ADA;AMAN;AMAN
2;;MAMUJU;;BONEHAU;2;BONEHAU;AMAN;AMAN
3;;MAMUJU;;BONEHAU;3;BUTTU ADA;AMAN;AMAN
4;;MAMUJU;;BONEHAU;4;HINUA;AMAN;AMAN
5;;MAMUJU;;BONEHAU;5;KINATANG;AMAN;AMAN
6;;MAMUJU;;BONEHAU;6;LUMIKA;AMAN;AMAN
7;;MAMUJU;;BONEHAU;7;MAPPU;AMAN;AMAN
8;;MAMUJU;;BONEHAU;8;SALUTIWO;AMAN;AMAN
9;;MAMUJU;;BONEHAU;9;TAMALEA;AMAN;AMAN
10;;MAMUJU;2;KALUKKU;1;BELANG-BELANG;SIAGA;SIAGA
11;;MAMUJU;;KALUKKU;2;BERU-BERU;AMAN;AMAN
12;;MAMUJU;;KALUKKU;3;GULILING;AMAN;AMAN
13;;MAMUJU;;KALUKKU;4;KABULOANG;AMAN;AMAN
14;;MAMUJU;;KALUKKU;5;KALUKKU BARAT;AMAN;AMAN
15;;MAMUJU;;KALUKKU;6;KEANG;AMAN;AMAN
16;;MAMUJU;;KALUKKU;7;PAMMULUKANG;AMAN;AMAN
17;;MAMUJU;;KALUKKU;8;POKKANG;AMAN;AMAN
18;;MAMUJU;;KALUKKU;9;SONDOANG;SIAGA;AMAN
19;;MAMUJU;;KALUKKU;10;UHAIMATE;SIAGA;AMAN
20;;MAMUJU;;KALUKKU;11;BEBANGA;AMAN;AMAN
21;;MAMUJU;;KALUKKU;12;KALUKKU;SIAGA;SIAGA
22;;MAMUJU;;KALUKKU;13;SINYONYOI;AMAN;AMAN
23;;MAMUJU;;KALUKKU;14;SINYONYOI SELATAN;AMAN;AMAN
24;;MAMUJU;3;KALUMPANG;1;BATTU MAKKADA;AMAN;AMAN
25;;MAMUJU;;KALUMPANG;2;KALUMPANG;AMAN;AMAN
26;;MAMUJU;;KALUMPANG;3;KARAMA;AMAN;AMAN
27;;MAMUJU;;KALUMPANG;4;KARATAUN;AMAN;AMAN
28;;MAMUJU;;KALUMPANG;5;KONDO BULO;AMAN;AMAN
29;;MAMUJU;;KALUMPANG;6;LASA';AMAN;AMAN
30;;MAMUJU;;KALUMPANG;7;LIMBONG;AMAN;AMAN
31;;MAMUJU;;KALUMPANG;8;MAKKALIKI;AMAN;AMAN
32;;MAMUJU;;KALUMPANG;9;POLIO;AMAN;AMAN
33;;MAMUJU;;KALUMPANG;10;SALUMAKKI;AMAN;AMAN
34;;MAMUJU;;KALUMPANG;11;SANDAPANG;AMAN;AMAN
35;;MAMUJU;;KALUMPANG;12;SIRAUN;AMAN;AMAN
36;;MAMUJU;;KALUMPANG;13;TUMOGA;AMAN;AMAN
37;;MAMUJU;4;KEP. BALA BALAKANG;1;BALA-BALAKANG;AMAN;AMAN
38;;MAMUJU;;KEP. BALA BALAKANG;2;BALA-BALAKANG TIMUR;AMAN;AMAN
39;;MAMUJU;5;MAMUJU;1;BAMBU;SIAGA;AMAN
40;;MAMUJU;;MAMUJU;2;BATU PANNU;AMAN;AMAN
41;;MAMUJU;;MAMUJU;3;KARAMPUANG;AMAN;AMAN
42;;MAMUJU;;MAMUJU;4;TADUI;WASPADA;SIAGA
43;;MAMUJU;;MAMUJU;5;BINANGA;BAHAYA;WASPADA
44;;MAMUJU;;MAMUJU;6;KAREMA;WASPADA;WASPADA
45;;MAMUJU;;MAMUJU;7;MAMUNYU;SIAGA;SIAGA
46;;MAMUJU;;MAMUJU;8;RIMUKU;WASPADA;WASPADA
47;;MAMUJU;6;PAPALANG;1;BATU AMPA;AMAN;AMAN
48;;MAMUJU;;PAPALANG;2;BODA-BODA;AMAN;AMAN
49;;MAMUJU;;PAPALANG;3;BONDA;AMAN;AMAN
50;;MAMUJU;;PAPALANG;4;PAPALANG;SIAGA;AMAN
51;;MAMUJU;;PAPALANG;5;SALUKAYU;AMAN;AMAN
52;;MAMUJU;;PAPALANG;6;SISANGO;AMAN;AMAN
53;;MAMUJU;;PAPALANG;7;SUKADAMAI;AMAN;AMAN
54;;MAMUJU;;PAPALANG;8;TOABO;AMAN;AMAN
55;;MAMUJU;;PAPALANG;9;TOPORE;AMAN;AMAN
56;;MAMUJU;7;SAMPAGA;1;BUNDE;AMAN;AMAN
57;;MAMUJU;;SAMPAGA;2;KALONDING;AMAN;AMAN
58;;MAMUJU;;SAMPAGA;3;LOSSO;AMAN;AMAN
59;;MAMUJU;;SAMPAGA;4;SALUBARANA;AMAN;AMAN
60;;MAMUJU;;SAMPAGA;5;SAMPAGA;SIAGA;AMAN
61;;MAMUJU;;SAMPAGA;6;TANAMBUAH;AMAN;AMAN
62;;MAMUJU;;SAMPAGA;7;TARAILU;SIAGA;SIAGA
63;;MAMUJU;8;SIMBORO DAN KEP;1;BOTTENG;AMAN;AMAN
64;;MAMUJU;;SIMBORO DAN KEP;2;BOTTENG UTARA;AMAN;AMAN
65;;MAMUJU;;SIMBORO DAN KEP;3;PATI'DI;AMAN;AMAN
66;;MAMUJU;;SIMBORO DAN KEP;4;SALETTO;AMAN;AMAN
67;;MAMUJU;;SIMBORO DAN KEP;5;SUMARE;AMAN;AMAN
68;;MAMUJU;;SIMBORO DAN KEP;6;TAPANDULLU;AMAN;AMAN
69;;MAMUJU;;SIMBORO DAN KEP;7;RANGAS;SIAGA;SIAGA
70;;MAMUJU;;SIMBORO DAN KEP;8;SIMBORO;WASPADA;WASPADA
71;;MAMUJU;9;TAPALANG;1;BELA;AMAN;AMAN
72;;MAMUJU;;TAPALANG;2;KOPEANG;AMAN;AMAN
73;;MAMUJU;;TAPALANG;3;OROBATU;AMAN;AMAN
74;;MAMUJU;;TAPALANG;4;RANTEDODA;SIAGA;AMAN
75;;MAMUJU;;TAPALANG;5;TAAN;AMAN;AMAN
76;;MAMUJU;;TAPALANG;6;TAKANDEANG;AMAN;AMAN
77;;MAMUJU;;TAPALANG;7;TAMPALANG;AMAN;AMAN
78;;MAMUJU;;TAPALANG;8;DAYANGINNA;AMAN;AMAN
79;;MAMUJU;;TAPALANG;9;GALUNG;SIAGA;AMAN
80;;MAMUJU;;TAPALANG;10;KASAMBANG;AMAN;AMAN
81;;MAMUJU;10;TAPALANG BARAT;1;AHU;AMAN;AMAN
82;;MAMUJU;;TAPALANG BARAT;2;DUNGKAIT;AMAN;AMAN
83;;MAMUJU;;TAPALANG BARAT;3;LABUANG RANO;AMAN;AMAN
84;;MAMUJU;;TAPALANG BARAT;4;LEBANI;AMAN;AMAN
85;;MAMUJU;;TAPALANG BARAT;5;PANGASAAN;AMAN;AMAN
86;;MAMUJU;;TAPALANG BARAT;6;PASABU;SIAGA;AMAN
87;;MAMUJU;;TAPALANG BARAT;7;TANETE PAO;AMAN;AMAN
88;;MAMUJU;11;TOMMO;1;BUANA SAKTI;SIAGA;AMAN
89;;MAMUJU;;TOMMO;2;CAMPALOGA;SIAGA;SIAGA
90;;MAMUJU;;TOMMO;3;KAKULLASAN;SIAGA;SIAGA
91;;MAMUJU;;TOMMO;4;KALEPU;AMAN;AMAN
92;;MAMUJU;;TOMMO;5;LELING;AMAN;AMAN
93;;MAMUJU;;TOMMO;6;LELING BARAT;AMAN;AMAN
94;;MAMUJU;;TOMMO;7;LELING UTARA;AMAN;AMAN
95;;MAMUJU;;TOMMO;8;MALINO;AMAN;AMAN
96;;MAMUJU;;TOMMO;9;RANTEMARIO;AMAN;AMAN
97;;MAMUJU;;TOMMO;10;SALUDENGEN;AMAN;AMAN
98;;MAMUJU;;TOMMO;11;SANDANA;AMAN;AMAN
99;;MAMUJU;;TOMMO;12;TAMEJARRA;AMAN;AMAN
100;;MAMUJU;;TOMMO;13;TAMEMONGGA;SIAGA;AMAN
101;;MAMUJU;;TOMMO;14;TOMMO;AMAN;AMAN
102;2;MAJENE;1;BANGGAE;1;PALIPI SOREANG;AMAN;AMAN
103;;MAJENE;;BANGGAE;2;PAMBOBORANG;AMAN;AMAN
104;;MAJENE;;BANGGAE;3;BANGGAE;SIAGA;AMAN
105;;MAJENE;;BANGGAE;4;BARU;AMAN;AMAN
106;;MAJENE;;BANGGAE;5;GALUNG;AMAN;AMAN
107;;MAJENE;;BANGGAE;6;PANGALI ALI;SIAGA;AMAN
108;;MAJENE;;BANGGAE;7;RANGAS;SIAGA;AMAN
109;;MAJENE;;BANGGAE;8;TOTOLI;SIAGA;AMAN
110;;MAJENE;2;BANGGAE TIMUR;1;BUTTU BARUGA;AMAN;AMAN
111;;MAJENE;;BANGGAE TIMUR;2;BARUGA;AMAN;AMAN
112;;MAJENE;;BANGGAE TIMUR;3;BARUGA DHUA;AMAN;AMAN
113;;MAJENE;;BANGGAE TIMUR;4;BAURUNG;AMAN;AMAN
114;;MAJENE;;BANGGAE TIMUR;5;LABUANG;SIAGA;SIAGA
115;;MAJENE;;BANGGAE TIMUR;6;LABUANG UTARA;SIAGA;AMAN
116;;MAJENE;;BANGGAE TIMUR;7;LEMBANG;SIAGA;AMAN
117;;MAJENE;;BANGGAE TIMUR;8;TANDE;AMAN;AMAN
118;;MAJENE;;BANGGAE TIMUR;9;TANDE TIMUR;SIAGA;AMAN
119;;MAJENE;3;MALUNDA;1;BAMBANGAN;AMAN;AMAN
120;;MAJENE;;MALUNDA;2;KAYUANGIN;AMAN;AMAN
121;;MAJENE;;MALUNDA;3;LOMBANG;AMAN;AMAN
122;;MAJENE;;MALUNDA;4;LOMBANG TIMUR;AMAN;AMAN
123;;MAJENE;;MALUNDA;5;LOMBONG;AMAN;AMAN
124;;MAJENE;;MALUNDA;6;LOMBONG TIMUR;AMAN;AMAN
125;;MAJENE;;MALUNDA;7;MALIAYA;AMAN;AMAN
126;;MAJENE;;MALUNDA;8;MEKKATTA;AMAN;AMAN
127;;MAJENE;;MALUNDA;9;MEKKATTA SELATAN;AMAN;AMAN
128;;MAJENE;;MALUNDA;10;SALUTAHONGAN;AMAN;AMAN
129;;MAJENE;;MALUNDA;11;LAMUNGANG BATU;AMAN;AMAN
130;;MAJENE;;MALUNDA;12;MALUNDA;AMAN;AMAN
131;;MAJENE;4;PAMBOANG;1;ADOLANG;SIAGA;AMAN
132;;MAJENE;;PAMBOANG;2;ADOLANG DHUA;AMAN;AMAN
133;;MAJENE;;PAMBOANG;3;BABABULO;SIAGA;AMAN
134;;MAJENE;;PAMBOANG;4;BABABULO UTARA;AMAN;AMAN
135;;MAJENE;;PAMBOANG;5;BALOMBONG;SIAGA;AMAN
