Palembang;SUKARAMI;SUKARAMI;WASPADA
Palembang;SUKARAMI;TALANG JAMBE;WASPADA
Palembang;ALANG-ALANG LEBAR;SRIJAYA;WASPADA
Palembang;ILIR TIMUR I;SEI PANGERAN;WASPADA
Palembang;ILIR TIMUR I;20 ILIR I;WASPADA
Palembang;ILIR TIMUR I;20 ILIR IV;WASPADA
Palembang;ILIR TIMUR I;20 ILIR III;WASPADA
Palembang;ILIR TIMUR II;SUNGAI BUAH;WASPADA
Palembang;SAKO;SUKAMAJU;WASPADA
Palembang;SEBERANG ULU I;3 / 4 Ulu;WASPADA
Palembang;SEMATANG BORANG;KARYA MULYA;SIAGA
Palembang;SEMATANG BORANG;LEBONG/LEBUNG GAJAH;SIAGA
Palembang;SEMATANG BORANG;SUKA MULYA;SIAGA
Palembang;SEMATANG BORANG;SRI MULYA;SIAGA
Palembang;ILIR TIMUR III;8 ILIR;WASPADA
Palembang;ILIR TIMUR III;9 ILIR;WASPADA
Palembang;ILIR TIMUR III;10 ILIR;WASPADA
Palembang;ILIR TIMUR III;11 ILIR;WASPADA
Palembang;ILIR TIMUR III;DUKU;WASPADA
Palembang;ILIR TIMUR III;KUTO BATU;WASPADA
Palembang;JAKABARING;9 ULU;WASPADA
Palembang;JAKABARING;SILA BERANTI;WASPADA
OGAN ILIR;TANJUNG RAJA;SRIDALAM/SERI DALAM;WASPADA
OGAN ILIR;TANJUNG BATU;PAJAR/FAJAR BULAN;SIAGA
OGAN ILIR;SUNGAI PINANG;PEYANDINGAN;SIAGA
OGAN ILIR;SUNGAI PINANG;SERIJABO BARU;SIAGA
OGAN ILIR;SUNGAI PINANG;SUNGAI PINANG LEGATI;SIAGA
OGAN ILIR;SUNGAI PINANG;SUNGAI PINANG NIBUNG;SIAGA
OGAN ILIR;RANTAU ALAI;KERTABAYANG;SIAGA
OGAN ILIR;RANTAU ALAI;SUKA MAJU;SIAGA
OGAN ILIR;RAMBANG KUANG;TANGAI SUKANANTI;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;CAHAYA MARGA;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;HARIMAU TANDANG;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;KAPUK;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;LEBAK PERING;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;MAJU JAYA;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;MAYAPATI;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;NAIKAN TEMBAKANG;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;PEMATANG BANGSAL;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;PEMATANG BUNGUR;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;SEGAYAM;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;SUNGAI KELI;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;SUNGAI LEBUNG;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;SUNGAI LEMBUNG ULU;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;SUNGAI ONDOK;SIAGA
OGAN ILIR;PEMULUTAN SELATAN;ULAK AUR STANDING;SIAGA
OGAN ILIR;PEMULUTAN BARAT;ARISAN JAYA;SIAGA
OGAN ILIR;PEMULUTAN BARAT;KAMAL;SIAGA
OGAN ILIR;PEMULUTAN BARAT;PULAU NEGARA;SIAGA
OGAN ILIR;PEMULUTAN BARAT;SARANGLANG;SIAGA
OGAN ILIR;PEMULUTAN BARAT;SERIBANDING;SIAGA
OGAN ILIR;PEMULUTAN BARAT;SUKA MERINDU;SIAGA
OGAN ILIR;PEMULUTAN BARAT;TALANG PANGERAN ILIR;SIAGA
OGAN ILIR;PEMULUTAN BARAT;TALANG PANGERAN ULU;SIAGA
OGAN ILIR;PEMULUTAN BARAT;ULAK KEMBAHANG I;SIAGA
OGAN ILIR;PEMULUTAN BARAT;ULAK KEMBAHANG II;SIAGA
OGAN ILIR;PEMULUTAN BARAT;ULAK PETANGISAN;SIAGA
OGAN ILIR;PEMULUTAN;AURSTANDING;SIAGA
OGAN ILIR;PEMULUTAN;BABATAN SAUDAGAR;WASPADA
OGAN ILIR;PEMULUTAN;HARAPAN;SIAGA
OGAN ILIR;PEMULUTAN;IBUL BESAR I;WASPADA
OGAN ILIR;PEMULUTAN;IBUL BESAR II;WASPADA
OGAN ILIR;PEMULUTAN;IBUL BESAR III;SIAGA
OGAN ILIR;PEMULUTAN;KEDUKAN BUJANG;SIAGA
OGAN ILIR;PEMULUTAN;LEBUNG JANGKAR;SIAGA
