Banda Aceh;Meuraxa;Asoe Nanggroe;SIAGA
Banda Aceh;Meuraxa;Cot Lamkuweuh;SIAGA
Banda Aceh;Lueng Bata;Cot Mesjid;SIAGA
Banda Aceh;Lueng Bata;Batoh;SIAGA
Banda Aceh;Lueng Bata;SukaDamai;SIAGA
Banda Aceh;Banda Raya;Lampeout;SIAGA
Banda Aceh;Banda Raya;Geuceu Iniem;SIAGA
Banda Aceh;Syiah Kuala;Ie Maseng Kayee Adang;WASPADA
Banda Aceh;Syiah Kuala;Pineung;SIAGA
Banda Aceh;Syiah Kuala;Aleu Naga;SIAGA
Banda Aceh;Ulee Kareng;Doy;SIAGA
Sabang;Sukajaya;Anoe Itam;SIAGA
Sabang;Sukajaya;Cot Ba u;SIAGA
Sabang;Sukajaya;Keuneukai;SIAGA
Sabang;Sukakarya;Batee Shoek;SIAGA
Sabang;Sukakarya;Kuta Ateuh;SIAGA
Sabang;Sukakarya;Kuta Barat;SIAGA
Sabang;Sukakarya;Kuta Timu;SIAGA
Langsa;Langsa Timur;Matang Cengai;SIAGA
Langsa;Langsa Timur;Seunebok Antara;SIAGA
Langsa;Langsa Timur;Alue Pineung Timue;SIAGA
Langsa;Langsa Lama;Pondok Kemuning;SIAGA
Langsa;Langsa Lama;Gampong Baro;SIAGA
Langsa;Langsa Lama;Sukajadi Kebun Ireng;SIAGA
Langsa;Langsa Lama;Batee Puteh;SIAGA
Langsa;Langsa Barat;PB. Teungoh;SIAGA
Langsa;Langsa Barat;PB. Beuramo;WASPADA
Langsa;Langsa Barat;Teulaga Tujuh;SIAGA
Langsa;Langsa Kota;Blang;SIAGA
Langsa;Langsa Kota;Teungoh;SIAGA
Langsa;Langsa Kota;Meutia;SIAGA
Langsa;Langsa Kota;Daulat;SIAGA
Langsa;Langsa Kota;Jawa;SIAGA
Langsa;Langsa Kota;Paya Bujok Blang Pase;WASPADA
Lhokseumawe;Banda Sakti;Kota Lhokseumawe;SIAGA
Lhokseumawe;Banda Sakti;Pusong Lhokseumawe;WASPADA
Lhokseumawe;Banda Sakti;Jawa Baroe;SIAGA
Lhokseumawe;Banda Sakti;Jawa Lama;SIAGA
Lhokseumawe;Muara Dua;UteunKot;SIAGA
Lhokseumawe;Muara Dua;Paya Punteuet;SIAGA
Lhokseumawe;Muara Dua;Blang Poroh;SIAGA
Lhokseumawe;Blang Mangat;Mesjid Meuraksa;WASPADA
Lhokseumawe;Blang Mangat;Baloi;BAHAYA
Lhokseumawe;Blang Mangat;Blang Punteuet;SIAGA
Lhokseumawe;Blang Mangat;Kumbang Punteut;SIAGA
Lhokseumawe;Blang Mangat;Mesjid Punteuet;SIAGA
Lhokseumawe;Blang Mangat;Keude Punteuet;SIAGA
Lhokseumawe;Blang Mangat;Blang Weu Panjoe;SIAGA
Subulussalam;Simpang Kiri;Buluh dori;SIAGA
Subulussalam;Rundeng;Panglima Saman;WASPADA
Subulussalam;Rundeng;Lae Pemualaan;SIAGA
Subulussalam;Rundeng;Bulukur Makmur;WASPADA
Subulussalam;Rundeng;Kuala Kepeng;SIAGA
Subulussalam;Sultan Daulat;Cipare Pare;WASPADA
Subulussalam;Sultan Daulat;Cipar-Pari Timur;SIAGA
Subulussalam;Longkib;Longkib;SIAGA
Subulussalam;Longkib;Siperkas;SIAGA
Subulussalam;Longkib;Bangun sari;SIAGA
Subulussalam;Longkib;Bukit Alim;WASPADA
Simeulue;Alapan;Lewak;SIAGA
Simeulue;Alapan;Lamerem;SIAGA
Simeulue;Alapan;Serafon;SIAGA
Simeulue;Alapan;Lhok Pauh;SIAGA
Simeulue;Alapan;Langi;SIAGA
Simeulue;Alapan;Lubuk Baik;SIAGA
Simeulue;Alapan;Lhok Dalam;SIAGA
Simeulue;Alapan;Lafakha;SIAGA
Simeulue;Salang;Meunafa;SIAGA
