Bondowoso;Binakal;Jeruk Soksok;Aman;
Bondowoso;Binakal;Sumberwaru;Aman;
Bondowoso;Cermee;Batuampar;Aman;
Bondowoso;Cermee;Batusalang;Aman;
Bondowoso;Cermee;Pelalangan;Aman;
Bondowoso;Cermee;Ramban Barat;Aman;
Bondowoso;Cermee;Ramban Timur;Aman;
Bondowoso;Cermee;Suling Barat;Aman;
Bondowoso;Cermee;Suling Timur;Aman;
Bondowoso;Curahdami;Penambangan;Aman;
Bondowoso;Curahdami;Sumbersalak;Aman;
Bondowoso;Curahdami;Sumbersuko;Aman;
Bondowoso;Curahdami;Dadapan;Aman;
Bondowoso;Curahdami;Dawuhan;Aman;
Bondowoso;Curahdami;Grujugan Kidul;Siaga;
Bondowoso;Curahdami;Kabuaran;Aman;
Bondowoso;Curahdami;Kejawan;Aman;
Bondowoso;Curahdami;Pekauman;Aman;
Bondowoso;Curahdami;Sumber Pandan;Aman;
Bondowoso;Curahdami;Taman;Waspada;
Bondowoso;Curahdami;Tegal Mijin;Aman;
Bondowoso;Curahdami;Wanisodo;Aman;
Bondowoso;Curahdami;Wonosari;Aman;
Bondowoso;Jambesari Darus Sholah;Jambe Anom;Aman;
Bondowoso;Jambesari Darus Sholah;Jambe Sari;Siaga;
Bondowoso;Klabang;Karanganyar;Aman;
Bondowoso;Klabang;Karangsengon;Aman;
Bondowoso;Klabang;Sumbersuko;Aman;
Bondowoso;Maesan;Pujerbaru;Aman;
Bondowoso;Maesan;Sumberanyar;Bahaya;
Bondowoso;Maesan;Sumberpakem;Aman;
Bondowoso;Pujer;Alassumur;Aman;
Bondowoso;Pujer;Maskuning Barat;Aman;
Bondowoso;Pujer;Maskuning Timur;Aman;
Bondowoso;Pujer;Randucangkring;Aman;
Bondowoso;Pujer;Sukokerto;Aman;
Bondowoso;Sempol;Kaligedang;Aman;
Bondowoso;Sempol;Sumberejo;Aman;
Bondowoso;TamanKrocok;Gentong;Aman;
Bondowoso;TamanKrocok;Kemuningan;Aman;
Bondowoso;TamanKrocok;Kretek;Aman;
Bondowoso;TamanKrocok;Paguan;Aman;
Bondowoso;TamanKrocok;Sumberkokap;Aman;
Bondowoso;TamanKrocok;Taman;Siaga;
Bondowoso;TamanKrocok;Trebungan;Aman;
Bondowoso;Tenggarang;Koncerdarulaman;Siaga;
Bondowoso;Tenggarang;Koncer Selatan;Siaga;
Bondowoso;Tenggarang;Sumbersalam;Aman;
Bondowoso;Tenggarang;Tangsil Barat;Aman;
Bondowoso;Tlogosari;Brambangdarussolah;Aman;
Bondowoso;Wonosari;Lombok Barat;Aman;
Bondowoso;Wonosari;Lombok Timur;Aman;
Bondowoso;Wonosari;Tangsil Timur;Aman;
Banyuwangi;Purwoharjo;Sumberasri;Aman;
Banyuwangi;Muncar;Kemendung;Aman;
Banyuwangi;Muncar;Sumber Beras;Siaga;
Banyuwangi;Srono;Bagorejo;Aman;
Banyuwangi;Genteng;Genteng Wetan;Siaga;
Banyuwangi;Genteng;Genteng Kulon;Waspada;
Banyuwangi;Kalibaru;Kajar Harjo;Siaga;
Banyuwangi;Singojuruh;Alas Malang;Aman;
Banyuwangi;Kabat;Beneranlor;Aman;
Banyuwangi;Kabat;Macanputih;Aman;
Banyuwangi;Glagah;Kampung Anyar;Aman;
Banyuwangi;Banyuwangi;Kampung Mandar;Siaga;
Banyuwangi;Banyuwangi;Kampung Melayu;Aman;
Banyuwangi;Banyuwangi;Sumber Rejo;Waspada;
Banyuwangi;Banyuwangi;Taman Baru;Aman;
Banyuwangi;Banyuwangi;Tukang Kayu;Bahaya;
Banyuwangi;Wongsorejo;Alasrejo;Aman;
Banyuwangi;Siliragung;Seneporejo;Siaga;
Banyuwangi;Licin;Dsa Gumuk;Aman;
Situbondo;Banyuglugur;Selobanteng;Aman;
Situbondo;Kapongan;Curah Cottok;Aman;
Situbondo;Kapongan;Kesambi Rampak;Waspada;
Situbondo;Panarukan;Alas Malang;Aman;
Situbondo;Suboh;Dawuhan;Aman;
Situbondo;Suboh;Mojodungkol;Aman;
Situbondo;Sumber Malang;Alastengah;Aman;
Situbondo;Sumber Malang;Baderan;Aman;
Situbondo;Sumber Malang;Kalirejo;Aman;
Situbondo;Sumber Malang;Plalangan;Aman;
Situbondo;Sumber Malang;Sumberargo;Aman;
Situbondo;Sumber Malang;Taman;Aman;
Situbondo;Sumber Malang;Tamankursi;Aman;
Situbondo;Sumber Malang;Tamansari;Aman;
Situbondo;Sumber Malang;Tlogosari;Aman;
Sidoarjo;Sidoarjo;Bluru Kidul ;Bahaya;
Sidoarjo;Sidoarjo;Rangkah Kidul;Aman;
Sidoarjo;Sidoarjo;Cemengkalan;Waspada;
Sidoarjo;Sidoarjo;Pucang Anom;Waspada;
Sidoarjo;Porong;Glagaharum;Waspada;
Sidoarjo;Krembung;Balanggarut;Siaga;
Sidoarjo;Krembung;Tanjegwagir;Siaga;
Sidoarjo;Tulangan;Grabangan;Siaga;
Sidoarjo;Tulangan;Kebaran;Siaga;
Sidoarjo;Tanggulangin;Ganggang panjang;Waspada;
Sidoarjo;Jabon;Pejarakan;Siaga;
Sidoarjo;Krian;Keterungan;Waspada;
Sidoarjo;Krian;Tarik;Waspada;
Sidoarjo;Krian;Tambak Kemerakan;Bahaya;
Sidoarjo;Balongbendo;Balongbendo Kec. ;Waspada;
Sidoarjo;Balongbendo;Bakalan Wringinpitu;Waspada;
Sidoarjo;Balongbendo;Gadungkepuhsari;Waspada;
Sidoarjo;Balongbendo;Singkalang;Waspada;
Sidoarjo;Balongbendo;Sumokebangsri;Waspada;
Sidoarjo;Wonoayu;Simoanginangin;Waspada;
Sidoarjo;Wonoayu;Sumberejo;Waspada;
Sidoarjo;Wonoayu;Wonokasihan;Waspada;
Sidoarjo;Tarik;Gedangklutuk;Siaga;
Sidoarjo;Tarik;Singgogalih;Siaga;
Sidoarjo;Prambon;Jatialunalun;Waspada;
Sidoarjo;Prambon;Kajartrengguli;Waspada;
Sidoarjo;Taman;Kragan;Waspada;
Sidoarjo;Taman;Pertapan Maduretno;Waspada;
Sidoarjo;Waru;Tambarejo;Waspada;
Sidoarjo;Gedangan;Keboan Anom; Kec. Waspada;
Sidoarjo;Gedangan;Sawo Tratap;Bahaya;
Sidoarjo;Gedangan;Sereuni;Waspada;
Sidoarjo;Sedati;Banjarkemuningtambak;Waspada;
Sidoarjo;Sedati;Gisikcemandi;Waspada;
Sidoarjo;Sedati;Sedatiagug;Bahaya;
Sidoarjo;Sukodono;Keloposepuluh;Waspada;
Sidoarjo;Sukodono;Panjungan;Waspada;
Kediri;Gampengrejo;Putih Kec. ;Siaga;
Kediri;Banyakan;Jatirogo;Aman;
Kediri;Gurah;Tambak Rejo;Aman;
Kediri;Gurah;Sumber Cangkring;Aman;
Kediri;Kandangan;Jeruk Wangi;Aman;
Kediri;Kandangan;Jeruk Gulung;Aman;
Kediri;Kandangan;Jlumbung;Aman;
Kediri;Kandat;Sumberjo;Aman;
Kediri;Kras;Sentonorejo;Aman;
Kediri;Kunjang;Tenggerlor;Aman;
Kediri;Ngadiluwih;Bangle;Aman;
Kediri;Ngadiluwih;Rembang Kepuh;Aman;
Kediri;Ngadiluwih;Banjarrejo;Aman;
Kediri;Papar;Kedung Malang;Aman;
Kediri;Plosoklaten;Plosokidul;Aman;
Kediri;Plosoklaten;Plosolor;Aman;
Kediri;Ringinrejo;Nambaan;Aman;
Kediri;Ngasem;Sumberjo;Aman;
Blitar;Selorejo;Olak-Alen;Aman;
Blitar;Srengat;Bangelenan;Aman;
Blitar;Srengat;Pakisrejo.;Aman;
Blitar;Udanawu;Ds.Sukorejo;Aman;
Blitar;Udanawu;Ds.Tunjung;Aman;
Blitar;Kepanjen Kidul;Bendo;Aman;
Blitar;Kepanjen Kidul;Kauman;Aman;
Blitar;Kepanjen Kidul;Kepanjenkidul;Aman;
Blitar;Kepanjen Kidul;Kepanjenlor;Aman;
Blitar;Kepanjen Kidul;Ngadirejo;Aman;
Blitar;Kepanjen Kidul;Sentul;Aman;
Blitar;Kepanjen Kidul;Tanggung;Aman;
Blitar;Sananwetan;Karangtengah;Aman;
Mojokerto;Magersari;Gunung Gedangan;Bahaya;
Mojokerto;Prajurit Kulon;Prajurit Kulon;Waspada;
Mojokerto;Prajurit Kulon;Surodinawan;Waspada;
Mojokerto;Prajurit Kulon;Kauman;Siaga;
Mojokerto;Prajurit Kulon;Blooto;Siaga;
Mojokerto;Prajurit Kulon;Pulorejo;Waspada;
Mojokerto;Prajurit Kulon;Mentikan;Bahaya;
Mojokerto;Mojosari;Belahan Tengah;Siaga;
Mojokerto;Mojosari;Kedung Gempol;Aman;
Mojokerto;Ngoro;Manduro MG;Waspada;
Mojokerto;Ngoro;Wotanmas Jedong;Siaga;
Mojokerto;Dlanggu;Kedung Lengkong;Aman;
Mojokerto;Dlanggu;Randu Genengan;Waspada;
Mojokerto;Dlanggu;Kedung Gede;Aman;
Mojokerto;Bangsal;Tinggar Buntut;Aman;
Mojokerto;Mojoanyar;Kweden Kembar;Aman;
Mojokerto;Sooko;Ngigasrembyong;Waspada;
Mojokerto;Kutorejo;Sampang Agung;Waspada;
Mojokerto;Gedeg;Gempolkrep;Waspada;
Mojokerto;Gedeg;berat wetan;Siaga;
Mojokerto;Gedeg;Jeruk seger;Aman;
Mojokerto;Gedeg;Ngares Kidul;Aman;
Mojokerto;Dawar Blandong;Bangeran;Siaga;
