Sigi;Dolo;Lagaleso;Siaga;
Sigi;Dolo;Waturalele;Aman;
Sigi;Dolo selatan;Ballongga;Aman;
Sigi;Dolo selatan;Rsambo;Aman;
Sigi;Gumbasa;Saluki;Aman;
Sigi;Gumbasa;Tuva;Aman;
Sigi;Kulawi;Bolapupu;Aman;
Sigi;Kulawi;Paleora Makuhi;Aman;
Sigi;Kulawi Selatan;Lampelero;Aman;
Sigi;Kulawi Selatan;Watikilo;Aman;
Sigi;Palolo;Kapiroe;Aman;
Sigi;Palolo;Ue Nuni;Aman;
Sigi;Sigi Kota;Bora;Aman;
Sigi;Sigi Kota;Maranatha;Aman;
Sigi;Sigi Kota;Panturabate;Aman;
Sigi;Sigi Kota;Sidera;Aman;
Sigi;Sigi Kota;Sidondo IV;Aman;
Sigi;Sigi Kota;Sigimpu;Aman;
Sigi;Sigi Kota;Soulowe;Aman;
Sigi;Sigi Kota;Olobuju;Aman;
Sigi;Sigi Kota;Watubula;Aman;
Sigi;Sigi Kota;Watunonju;Aman;
Parigi Moutong;Ampibabo;Ogo Lugus;Aman;
Parigi Moutong;Bolano Lambunu;Kota Nagaya;Aman;
Parigi Moutong;Mepanga;Kotaraya Selatan;Siaga;
Parigi Moutong;Mepanga;Kotaraya Timur;Siaga;
Parigi Moutong;Moutong;Pandelalap;Aman;
Parigi Moutong;Palasa;Bamba Siang;Aman;
Parigi Moutong;Palasa;Pebo Unang;Aman;
Parigi Moutong;Parigi Barat;Parigimpuu;Aman;
Parigi Moutong;Sausu;Sausu Piore;Aman;
Parigi Moutong;Sausu;Sausu Taliabo;Aman;
Parigi Moutong;Tinombo;Bainaa Selatan;Aman;
Parigi Moutong;Tinombo;Bondoyong;Aman;
Parigi Moutong;Tinombo;Sidoan;Aman;
Parigi Moutong;Tinombo;Sidoan Barat;Aman;
Parigi Moutong;Tinombo;Sidoan Selatan;Aman;
Parigi Moutong;Tinombo;Sipayo;Aman;
Parigi Moutong;Tomini;Ogo Tumubu;Aman;
Parigi Moutong;Torue;Tanahlanto;Aman;
Morowali Utara;Bungku Utara;Bomba;Aman;
Morowali Utara;Bungku Utara;Unit Pemukiman Transmigrasi;Aman;
Banggai Laut;Banggai;Tano Bonunungan;Aman;
Banggai Laut;Banggai Utara;Paisumosini;Aman;
Banggai Laut;Bangkurung;Togong Sagy;Aman;
Banggai Laut;Labobo;Lipu Lalongo;Aman;
Banggai;Balantak;Dale- Dale;Aman;
